ACCOUNT_ID;AMOUNT;CURRENCY;BOOKING_DATE;TRANSACTION_DATE;VALUE_DATE;BOOKING_TEXT;BOOKING_TYPE;CATEGORY_CODE;USER_CATEGORY_CODE;TRANSACTION_TYPE;EXT_TYPE;CATEGORY_STATE;SPLIT_STATE;USER_NOTE
Konto 1.1;50.00;CHF;29.05.15 03:37:01.000000000;29.05.15 03:37:01.000000000;29.05.15 00:00:00.000000000;E-Banking Dauerauftrag an Kevin Feuerstein;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;24.20;CHF;01.06.15 00:55:30.000000000;01.06.15 00:55:30.000000000;01.06.15 00:00:00.000000000;"Einkauf COOP-1926 Steintal
29.05.2015/14:08 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;85.10;CHF;01.06.15 00:55:34.000000000;01.06.15 00:55:34.000000000;01.06.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
29.05.2015/08:21 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;42.25;CHF;01.06.15 00:58:47.000000000;01.06.15 00:58:47.000000000;01.06.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
29.05.2015/08:06 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;42.00;CHF;01.06.15 02:58:53.000000000;01.06.15 02:58:53.000000000;01.06.15 00:00:00.000000000;E-Banking Auftrag an U. Schotterhaufen und F. Feuerstein PC-K;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;91.90;CHF;02.06.15 05:41:48.000000000;02.06.15 05:41:48.000000000;02.06.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
01.06.2015/08:16 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;84.80;CHF;04.06.15 03:40:48.000000000;04.06.15 03:40:48.000000000;04.06.15 00:00:00.000000000;"Einkauf Vogele Shoes / 655 A
03.06.2015/14:19 / Maestro-Karte 2.2";DEBIT;cv_shoes;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;75.30;CHF;04.06.15 03:42:02.000000000;04.06.15 03:42:02.000000000;04.06.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
03.06.2015/08:24 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;80.10;CHF;06.06.15 02:57:54.000000000;06.06.15 02:57:54.000000000;08.06.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
05.06.2015/08:20 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;53.30;CHF;06.06.15 03:29:41.000000000;06.06.15 03:29:41.000000000;08.06.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
05.06.2015/13:44 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;300.00;CHF;11.06.15 10:10:24.000000000;11.06.15 10:10:24.000000000;11.06.15 00:00:00.000000000;"Bancomat-Bezug RB SG-Vadian-Ind.
11.06.2015/09:55 / Maestro-Karte 1.1";DEBIT;cv_cash;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;75.85;CHF;11.06.15 11:56:37.000000000;11.06.15 11:56:37.000000000;09.06.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
08.06.2015/13:25 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;76.20;CHF;11.06.15 18:12:46.000000000;11.06.15 18:12:46.000000000;11.06.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
10.06.2015/08:20 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;157.50;CHF;13.06.15 04:57:05.000000000;13.06.15 04:57:05.000000000;15.06.15 00:00:00.000000000;"Einkauf COOP-1926 Steintal
12.06.2015/08:49 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;59.40;CHF;15.06.15 00:58:28.000000000;15.06.15 00:58:28.000000000;15.06.15 00:00:00.000000000;E-Banking Auftrag an ricardo.ch AG;DEBIT;cv_online_shopping;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;132.00;CHF;15.06.15 05:57:22.000000000;15.06.15 05:57:22.000000000;15.06.15 00:00:00.000000000;Postvergütung von Arcosana AG;CREDIT;cv_income;;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 1.1;54.80;CHF;18.06.15 08:14:38.000000000;18.06.15 08:14:38.000000000;18.06.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
17.06.2015/08:25 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;26.75;CHF;18.06.15 08:27:47.000000000;18.06.15 08:27:47.000000000;18.06.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
17.06.2015/08:12 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;569.60;CHF;19.06.15 01:13:17.000000000;19.06.15 01:13:17.000000000;19.06.15 00:00:00.000000000;E-Banking Auftrag an Zahnarzt Gauner;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;137.50;CHF;19.06.15 01:13:18.000000000;19.06.15 01:13:18.000000000;19.06.15 00:00:00.000000000;E-Banking Auftrag an Nestle Nespresso S.A.;DEBIT;cv_bars;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;50.60;CHF;23.06.15 09:14:41.000000000;23.06.15 09:14:41.000000000;22.06.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
19.06.2015/08:10 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;372.00;CHF;23.06.15 10:26:31.000000000;23.06.15 10:26:31.000000000;22.06.15 00:00:00.000000000;E-Banking Auftrag an Kevin Steiner;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;11574.55;CHF;24.06.15 05:02:25.000000000;24.06.15 05:02:25.000000000;24.06.15 00:00:00.000000000;Steinbruch Ostschweiz GmbH;CREDIT;cv_income;;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 1.1;26.50;CHF;25.06.15 03:12:44.000000000;25.06.15 03:12:44.000000000;25.06.15 00:00:00.000000000;"Einkauf Denner Satellit 5932
24.06.2015/09:38 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;15.90;CHF;25.06.15 19:40:21.000000000;25.06.15 19:40:21.000000000;26.06.15 00:00:00.000000000;Gutschrift Zurich Versicherungs-;CREDIT;cv_income;;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 1.1;750.00;CHF;26.06.15 02:46:45.000000000;26.06.15 02:46:45.000000000;26.06.15 00:00:00.000000000;"E-Banking Auftrag (Kontoübertrag)
Wilma Feuerstein-Schotterhaufen
Konto Konto 2.1";DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;52.45;CHF;26.06.15 05:25:31.000000000;26.06.15 05:25:31.000000000;26.06.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
25.06.2015/08:09 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;1060.95;CHF;26.06.15 12:13:38.000000000;26.06.15 12:13:38.000000000;30.06.15 00:00:00.000000000;"Belastung Zins
Hypothek Flintstone 4a per 30.06.2015
Feuerstein Fred und Wilma (-Schotterhaufen)";DEBIT;cv_mortgage_interest;;BANKBOOKING;9941;SYSTEM;UNSPLITTED;
Konto 1.1;1220.95;CHF;26.06.15 12:13:39.000000000;26.06.15 12:13:39.000000000;30.06.15 00:00:00.000000000;"Belastung Zins
Hypothek Flintstone 4a per 30.06.2015
Feuerstein Fred und Wilma (-Schotterhaufen)";DEBIT;cv_mortgage_interest;;BANKBOOKING;9941;SYSTEM;UNSPLITTED;
Konto 1.1;300.00;CHF;26.06.15 12:40:43.000000000;26.06.15 12:40:43.000000000;26.06.15 00:00:00.000000000;"Bancomat-Bezug RB SG-VADIAN-1
26.06.2015/12:33 / Maestro-Karte 1.1";DEBIT;cv_cash;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;25.00;CHF;26.06.15 21:44:46.000000000;26.06.15 21:44:46.000000000;29.06.15 00:00:00.000000000;Lastschriftverfahren Swisscom (Schweiz) AG;DEBIT;cv_phone_internet;;PAYMENT;547;SYSTEM;UNSPLITTED;
Konto 1.1;112.40;CHF;27.06.15 03:14:28.000000000;27.06.15 03:14:28.000000000;29.06.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
26.06.2015/12:29 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;49.80;CHF;28.06.15 03:43:08.000000000;28.06.15 03:43:08.000000000;29.06.15 00:00:00.000000000;"Einkauf Dropa Steintal AG
27.06.2015/15:31 / Maestro-Karte 2.2";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;25.10;CHF;28.06.15 03:43:08.000000000;28.06.15 03:43:08.000000000;29.06.15 00:00:00.000000000;"Einkauf Dropa Steintal AG
27.06.2015/15:33 / Maestro-Karte 2.2";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;4780.00;CHF;29.06.15 02:03:39.000000000;29.06.15 02:03:39.000000000;29.06.15 00:00:00.000000000;E-Banking Auftrag an Reise Meile AG;DEBIT;cv_travel;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;962.50;CHF;29.06.15 02:03:40.000000000;29.06.15 02:03:40.000000000;29.06.15 00:00:00.000000000;"E-Banking Auftrag (E-Rechnung)
Viseca Card Services SA";DEBIT;cv_creditcard_payment;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;59.55;CHF;29.06.15 02:03:40.000000000;29.06.15 02:03:40.000000000;29.06.15 00:00:00.000000000;"E-Banking Auftrag (E-Rechnung)
Salt Mobile SA";DEBIT;cv_phone_internet;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;573.50;CHF;29.06.15 21:27:26.000000000;29.06.15 21:27:26.000000000;30.06.15 00:00:00.000000000;Lastschriftverfahren Arcosana AG;DEBIT;cv_health_insurance;;PAYMENT;547;SYSTEM;UNSPLITTED;
Konto 1.1;1490.00;CHF;30.06.15 02:17:05.000000000;30.06.15 02:17:05.000000000;30.06.15 00:00:00.000000000;E-Banking Auftrag an Castel's English;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;50.00;CHF;30.06.15 03:37:16.000000000;30.06.15 03:37:16.000000000;30.06.15 00:00:00.000000000;E-Banking Dauerauftrag an Kevin Feuerstein;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;95.35;CHF;30.06.15 06:58:24.000000000;30.06.15 06:58:24.000000000;30.06.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
29.06.2015/13:07 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;8.45;CHF;30.06.15 08:53:24.000000000;30.06.15 08:53:24.000000000;30.06.15 00:00:00.000000000;"Bardividende 50.00 / CENOVUS ENERGY
Valoren-Nr.: 10704160 / Referenz-Nr.: 134129256
Umrechnungskurs 0.7463";CREDIT;cv_income;;TRADING;900;SYSTEM;UNSPLITTED;
Konto 1.1;2.75;CHF;30.06.15 08:56:18.000000000;30.06.15 08:56:18.000000000;30.06.15 00:00:00.000000000;"Bardividende 50.00 / ENCANA
Valoren-Nr.: 1398337 / Referenz-Nr.: 133955621
Umrechnungskurs 0.9269";CREDIT;cv_income;;TRADING;900;SYSTEM;UNSPLITTED;
Konto 1.1;1000.00;CHF;01.07.15 08:42:52.000000000;01.07.15 08:42:52.000000000;01.07.15 00:00:00.000000000;"E-Banking Auftrag (Kontoübertrag)
Wilma Feuerstein-Schotterhaufen
Konto Konto 2.2";DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;137.50;CHF;01.07.15 09:30:03.000000000;01.07.15 09:30:03.000000000;02.07.15 00:00:00.000000000;E-Banking Auftrag an U. Schotterhaufen und F. Feuerstein PC-K;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;573.90;CHF;02.07.15 00:57:11.000000000;02.07.15 00:57:11.000000000;02.07.15 00:00:00.000000000;E-Banking Auftrag an Zürich Versicherungs;DEBIT;cv_insurance;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;36.80;CHF;02.07.15 03:56:50.000000000;02.07.15 03:56:50.000000000;02.07.15 00:00:00.000000000;"Einkauf Manor AG - 477
30.06.2015/11:09 / Maestro-Karte 2.2";DEBIT;cv_leisure_shopping;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;40.85;CHF;02.07.15 03:57:31.000000000;02.07.15 03:57:31.000000000;02.07.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
01.07.2015/08:10 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;57.80;CHF;02.07.15 04:56:57.000000000;02.07.15 04:56:57.000000000;02.07.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
01.07.2015/08:37 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;95.00;CHF;03.07.15 00:57:14.000000000;03.07.15 00:57:14.000000000;03.07.15 00:00:00.000000000;E-Banking Auftrag an Kanton Steintal;DEBIT;cv_canton_tax;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;35.25;CHF;04.07.15 03:26:57.000000000;04.07.15 03:26:57.000000000;06.07.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
03.07.2015/08:11 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;11.55;CHF;04.07.15 04:11:38.000000000;04.07.15 04:11:38.000000000;06.07.15 00:00:00.000000000;"Einkauf COOP-1926 Steintal
03.07.2015/08:22 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;1069.00;CHF;06.07.15 20:56:44.000000000;06.07.15 20:56:44.000000000;07.07.15 00:00:00.000000000;"Bancomat-Bezug RB SG-VADIAN-2
06.07.2015/15:43 / Maestro-Karte 1.1
EUR 1'000.00, Umrechnungskurs 1.069";DEBIT;cv_cash;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;142.05;CHF;07.07.15 04:58:19.000000000;07.07.15 04:58:19.000000000;07.07.15 00:00:00.000000000;"Einkauf COOP-1926 Steintal
06.07.2015/10:31 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;26.45;CHF;08.07.15 03:42:06.000000000;08.07.15 03:42:06.000000000;08.07.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
07.07.2015/11:02 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;63.50;CHF;08.07.15 05:26:27.000000000;08.07.15 05:26:27.000000000;08.07.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
07.07.2015/10:40 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;500.00;CHF;08.07.15 14:40:34.000000000;08.07.15 14:40:34.000000000;08.07.15 00:00:00.000000000;"Bancomat-Bezug RB Steintal
08.07.2015/14:29 / Maestro-Karte 2.2";DEBIT;cv_cash;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;31.70;CHF;09.07.15 03:41:43.000000000;09.07.15 03:41:43.000000000;09.07.15 00:00:00.000000000;"Einkauf Fetzenladen
07.07.2015/10:55 / Maestro-Karte 2.2";DEBIT;cv_office;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;46.55;CHF;10.07.15 03:44:39.000000000;10.07.15 03:44:39.000000000;10.07.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
09.07.2015/08:28 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;197.30;CHF;13.07.15 00:42:11.000000000;13.07.15 00:42:11.000000000;13.07.15 00:00:00.000000000;"E-Banking Auftrag (E-Rechnung)
Swisscom (Schweiz) AG";DEBIT;cv_phone_internet;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;260.00;CHF;13.07.15 10:40:57.000000000;13.07.15 10:40:57.000000000;13.07.15 00:00:00.000000000;"Bancomat-Bezug RB Arnegg
13.07.2015/10:24 / Maestro-Karte 1.1";DEBIT;cv_cash;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;90.70;CHF;14.07.15 04:27:47.000000000;14.07.15 04:27:47.000000000;14.07.15 00:00:00.000000000;"Einkauf/Tanken TS HW Treibstoff AG
13.07.2015/10:03 / Maestro-Karte 1.1";DEBIT;cv_gas;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;52.30;CHF;14.07.15 05:14:07.000000000;14.07.15 05:14:07.000000000;14.07.15 00:00:00.000000000;"Einkauf Aldi Suisse 13
13.07.2015/11:47 / Maestro-Karte 1.1";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;40.00;CHF;15.07.15 00:42:42.000000000;15.07.15 00:42:42.000000000;15.07.15 00:00:00.000000000;E-Banking Auftrag an Stadtpolizei St. Gallen;DEBIT;cv_fees_tax_charges;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;171.80;CHF;23.07.15 02:58:23.000000000;23.07.15 02:58:23.000000000;23.07.15 00:00:00.000000000;"Einkauf COOP-1926 Steintal
22.07.2015/10:38 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;750.00;CHF;24.07.15 01:44:02.000000000;24.07.15 01:44:02.000000000;24.07.15 00:00:00.000000000;"E-Banking Auftrag (Kontoübertrag)
Wilma Feuerstein-Schotterhaufen
Konto Konto 2.1";DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;3000.00;CHF;24.07.15 02:27:39.000000000;24.07.15 02:27:39.000000000;24.07.15 00:00:00.000000000;E-Banking Dauerauftrag an Fred Feuerstein und Urs;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;209.80;CHF;24.07.15 02:57:57.000000000;24.07.15 02:57:57.000000000;24.07.15 00:00:00.000000000;"Einkauf Roth Pflanzen AG
23.07.2015/17:04 / Maestro-Karte 1.1";DEBIT;cv_garden;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;6754.80;CHF;24.07.15 10:36:13.000000000;24.07.15 10:36:13.000000000;24.07.15 00:00:00.000000000;Steinbruch Ostschweiz GmbH;CREDIT;cv_income;;BANKBOOKING;9882;SYSTEM;UNSPLITTED;
Konto 1.1;36.75;CHF;25.07.15 03:57:25.000000000;25.07.15 03:57:25.000000000;27.07.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
24.07.2015/11:11 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;47.20;CHF;26.07.15 04:27:19.000000000;26.07.15 04:27:19.000000000;27.07.15 00:00:00.000000000;"Einkauf OBI St. Gallen
25.07.2015/10:04 / Maestro-Karte 1.1";DEBIT;cv_furniture;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;350.00;CHF;27.07.15 00:56:29.000000000;27.07.15 00:56:29.000000000;27.07.15 00:00:00.000000000;E-Banking Auftrag an Jonny Feuerstein;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;467.50;CHF;27.07.15 01:31:12.000000000;27.07.15 01:31:12.000000000;27.07.15 00:00:00.000000000;E-Banking Auftrag an U. Schotterhaufen und F. Feuerstein PC-K;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;41.60;CHF;27.07.15 01:31:12.000000000;27.07.15 01:31:12.000000000;27.07.15 00:00:00.000000000;"E-Banking Auftrag (E-Rechnung)
Salt Mobile SA";DEBIT;cv_phone_internet;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;17.95;CHF;28.07.15 04:44:26.000000000;28.07.15 04:44:26.000000000;28.07.15 00:00:00.000000000;"Einkauf COOP-1926 Steintal
27.07.2015/08:35 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;51.90;CHF;28.07.15 04:58:45.000000000;28.07.15 04:58:45.000000000;28.07.15 00:00:00.000000000;"Einkauf Dropa Steintal AG
27.07.2015/08:30 / Maestro-Karte 2.2";DEBIT;cv_health;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;77.70;CHF;28.07.15 04:58:45.000000000;28.07.15 04:58:45.000000000;28.07.15 00:00:00.000000000;"Einkauf MIGROS MM Steintal
27.07.2015/08:16 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;735.00;CHF;29.07.15 00:56:51.000000000;29.07.15 00:56:51.000000000;29.07.15 00:00:00.000000000;"E-Banking Auftrag (E-Rechnung)
Viseca Card Services SA";DEBIT;cv_creditcard_payment;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;85.30;CHF;29.07.15 03:56:41.000000000;29.07.15 03:56:41.000000000;29.07.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
28.07.2015/08:13 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;15255.25;CHF;29.07.15 09:26:02.000000000;29.07.15 09:26:02.000000000;31.07.15 00:00:00.000000000;"Verkauf 700 / UBS N
Valoren-Nr.: 2489948 / Referenz-Nr.: 135185738
Kurs CHF 21.85";CREDIT;cv_income;;TRADING;900;SYSTEM;UNSPLITTED;
Konto 1.1;25.00;CHF;29.07.15 23:43:18.000000000;29.07.15 23:43:18.000000000;30.07.15 00:00:00.000000000;Lastschriftverfahren Swisscom (Schweiz) AG;DEBIT;cv_phone_internet;;PAYMENT;547;SYSTEM;UNSPLITTED;
Konto 1.1;170.00;CHF;30.07.15 01:42:41.000000000;30.07.15 01:42:41.000000000;30.07.15 00:00:00.000000000;E-Banking Auftrag an Feuerschaugem. Steintal;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;32.00;CHF;30.07.15 03:43:16.000000000;30.07.15 03:43:16.000000000;30.07.15 00:00:00.000000000;"Einkauf Steinofenbäckerei
29.07.2015/07:24 / Maestro-Karte 1.1";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;260.00;CHF;30.07.15 13:40:26.000000000;30.07.15 13:40:26.000000000;30.07.15 00:00:00.000000000;"Bancomat-Bezug RB SBB-St.GALLEN-3
30.07.2015/13:33 / Maestro-Karte 1.1";DEBIT;cv_cash;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;573.50;CHF;30.07.15 21:26:52.000000000;30.07.15 21:26:52.000000000;31.07.15 00:00:00.000000000;Lastschriftverfahren Arcosana AG;DEBIT;cv_health_insurance;;PAYMENT;547;SYSTEM;UNSPLITTED;
Konto 1.1;30.00;CHF;31.07.15 01:10:44.000000000;31.07.15 01:10:44.000000000;31.07.15 00:00:00.000000000;E-Banking Auftrag an Wicker Thommy;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;50.00;CHF;31.07.15 03:30:08.000000000;31.07.15 03:30:08.000000000;31.07.15 00:00:00.000000000;E-Banking Dauerauftrag an Kevin Feuerstein;DEBIT;cv_payments;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;64.30;CHF;31.07.15 04:44:01.000000000;31.07.15 04:44:01.000000000;31.07.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
30.07.2015/12:16 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;35.20;CHF;01.08.15 04:56:50.000000000;01.08.15 04:56:50.000000000;03.08.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
31.07.2015/08:10 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
Konto 1.1;451.10;CHF;03.08.15 01:53:00.000000000;03.08.15 01:53:00.000000000;03.08.15 00:00:00.000000000;"E-Banking Auftrag (E-Rechnung)
Billag AG";DEBIT;cv_tv;;PAYMENT;546;SYSTEM;SYSTEM_SPLITTED;
Konto 1.1;250.00;CHF;03.08.15 13:18:44.000000000;03.08.15 13:18:44.000000000;05.08.15 00:00:00.000000000;"Zeichnung 3.088 / VON EM L CUR HHC
Valoren-Nr.: 12061825 / Referenz-Nr.: 135584132
Kurs CHF 80.68";DEBIT;cv_invest;;TRADING;900;SYSTEM;UNSPLITTED;
Konto 1.1;1000.00;CHF;03.08.15 13:23:01.000000000;03.08.15 13:23:01.000000000;05.08.15 00:00:00.000000000;"Zeichnung 5.57 / RAIF CLEAN TECH BC
Valoren-Nr.: 4858155 / Referenz-Nr.: 135584183
Kurs CHF 179.17";DEBIT;cv_invest;;TRADING;900;SYSTEM;UNSPLITTED;
Konto 1.1;749.90;CHF;03.08.15 13:23:01.000000000;03.08.15 13:23:01.000000000;05.08.15 00:00:00.000000000;"Zeichnung 5.415 / RAIF FUTURE RES AD
Valoren-Nr.: 4858157 / Referenz-Nr.: 135584155
Kurs CHF 138.19";DEBIT;cv_invest;;TRADING;900;SYSTEM;UNSPLITTED;
Konto 1.1;57.35;CHF;04.08.15 03:13:31.000000000;04.08.15 03:13:31.000000000;04.08.15 00:00:00.000000000;"Einkauf Spar Steinmarkt GMBH
03.08.2015/08:20 / Maestro-Karte 2.2";DEBIT;cv_groceries;;CARDPAYMENT;541;SYSTEM;UNSPLITTED;
